,Close
2023-05-22,12720.78
2023-05-19,12657.9
2023-05-18,12688.84
2023-05-17,12500.57
2023-05-16,12343.05
2023-05-15,12365.21
2023-05-12,12284.74
2023-05-11,12328.51
2023-05-10,12306.44
2023-05-09,12179.55
2023-05-08,12256.92
2023-05-05,12235.41
2023-05-04,11966.4
2023-05-03,12025.33
2023-05-02,12080.51
2023-05-01,12212.6
2023-04-28,12226.58
2023-04-27,12142.24
2023-04-26,11854.35
2023-04-25,11799.16
2023-04-24,12037.2
2023-04-21,12072.46
2023-04-20,12059.56
2023-04-19,12157.23
2023-04-18,12153.41
2023-04-17,12157.72
2023-04-14,12123.47
2023-04-13,12166.27
2023-04-12,11929.34
2023-04-11,12031.88
2023-04-10,12084.36
2023-04-06,12087.96
2023-04-05,11996.86
2023-04-04,12126.33
2023-04-03,12189.45
2023-03-31,12221.91
2023-03-30,12013.47
2023-03-29,11926.24
2023-03-28,11716.08
2023-03-27,11768.84
2023-03-24,11823.96
2023-03-23,11787.4
2023-03-22,11669.96
2023-03-21,11860.11
2023-03-20,11675.54
2023-03-17,11630.51
2023-03-16,11717.28
2023-03-15,11434.05
2023-03-14,11428.15
2023-03-13,11188.84
2023-03-10,11138.89
2023-03-09,11338.35
2023-03-08,11576.0
2023-03-07,11530.33
2023-03-06,11675.74
2023-03-03,11689.01
2023-03-02,11462.98
2023-03-01,11379.48
2023-02-28,11455.54
2023-02-27,11466.98
2023-02-24,11394.94
2023-02-23,11590.4
2023-02-22,11507.07
2023-02-21,11492.3
2023-02-17,11787.27
2023-02-16,11855.83
2023-02-15,12070.59
2023-02-14,11960.15
2023-02-13,11891.79
2023-02-10,11718.12
2023-02-09,11789.58
2023-02-08,11910.52
2023-02-07,12113.79
2023-02-06,11887.45
2023-02-03,12006.96
2023-02-02,12200.82
2023-02-01,11816.32
2023-01-31,11584.55
2023-01-30,11393.81
2023-01-27,11621.71
2023-01-26,11512.41
2023-01-25,11313.36
2023-01-24,11334.27
2023-01-23,11364.41
2023-01-20,11140.43
2023-01-19,10852.27
2023-01-18,10957.01
2023-01-17,11095.11
2023-01-13,11079.16
2023-01-12,11001.1
2023-01-11,10931.67
2023-01-10,10742.63
2023-01-09,10635.65
2023-01-06,10569.29
2023-01-05,10305.24
2023-01-04,10458.76
2023-01-03,10386.98
2022-12-30,10466.48
2022-12-29,10478.09
2022-12-28,10213.29
2022-12-27,10353.23
2022-12-23,10497.86
2022-12-22,10476.12
2022-12-21,10709.37
2022-12-20,10547.11
2022-12-19,10546.03
2022-12-16,10705.41
2022-12-15,10810.53
2022-12-14,11170.89
2022-12-13,11256.81
2022-12-12,11143.74
2022-12-09,11004.62
2022-12-08,11082.0
2022-12-07,10958.55
2022-12-06,11014.89
2022-12-05,11239.94
2022-12-02,11461.5
2022-12-01,11482.45
2022-11-30,11468.0
2022-11-29,10983.78
2022-11-28,11049.5
2022-11-25,11226.36
2022-11-23,11285.32
2022-11-22,11174.41
2022-11-21,11024.51
2022-11-18,11146.06
2022-11-17,11144.96
2022-11-16,11183.66
2022-11-15,11358.41
2022-11-14,11196.22
2022-11-11,11323.33
2022-11-10,11114.15
2022-11-09,10353.17
2022-11-08,10616.2
2022-11-07,10564.52
2022-11-04,10475.25
2022-11-03,10342.94
2022-11-02,10524.8
2022-11-01,10890.85
2022-10-31,10988.15
2022-10-28,11102.45
2022-10-27,10792.67
2022-10-26,10970.99
2022-10-25,11199.12
2022-10-24,10952.61
2022-10-21,10859.72
2022-10-20,10614.84
2022-10-19,10680.51
2022-10-18,10772.4
2022-10-17,10675.8
2022-10-14,10321.39
2022-10-13,10649.15
2022-10-12,10417.1
2022-10-11,10426.19
2022-10-10,10542.1
2022-10-07,10652.4
2022-10-06,11073.31
2022-10-05,11148.64
2022-10-04,11176.41
2022-10-03,10815.43
2022-09-30,10575.62
2022-09-29,10737.51
2022-09-28,11051.64
2022-09-27,10829.5
2022-09-26,10802.92
2022-09-23,10867.93
2022-09-22,11066.8
2022-09-21,11220.19
2022-09-20,11425.05
2022-09-19,11535.02
2022-09-16,11448.4
2022-09-15,11552.36
2022-09-14,11719.68
2022-09-13,11633.57
2022-09-12,12266.41
2022-09-09,12112.31
2022-09-08,11862.13
2022-09-07,11791.9
2022-09-06,11544.91
2022-09-02,11630.86
2022-09-01,11785.13
2022-08-31,11816.2
2022-08-30,11883.14
2022-08-29,12017.67
2022-08-26,12141.71
2022-08-25,12639.27
2022-08-24,12431.53
2022-08-23,12381.3
2022-08-22,12381.57
2022-08-19,12705.21
2022-08-18,12965.34
2022-08-17,12938.12
2022-08-16,13102.55
2022-08-15,13128.05
2022-08-12,13047.19
2022-08-11,12779.91
2022-08-10,12854.8
2022-08-09,12493.93
2022-08-08,12644.46
2022-08-05,12657.55
2022-08-04,12720.58
2022-08-03,12668.16
2022-08-02,12348.76
2022-08-01,12368.98
2022-07-29,12390.69
2022-07-28,12162.59
2022-07-27,12032.42
2022-07-26,11562.57
2022-07-25,11782.67
2022-07-22,11834.11
2022-07-21,12059.61
2022-07-20,11897.65
2022-07-19,11713.15
2022-07-18,11360.05
2022-07-15,11452.42
2022-07-14,11251.19
2022-07-13,11247.58
2022-07-12,11264.73
2022-07-11,11372.6
2022-07-08,11635.31
2022-07-07,11621.35
2022-07-06,11361.85
2022-07-05,11322.24
2022-07-01,11127.84
2022-06-30,11028.74
2022-06-29,11177.89
2022-06-28,11181.54
2022-06-27,11524.55
2022-06-24,11607.62
2022-06-23,11232.19
2022-06-22,11053.08
2022-06-21,11069.3
2022-06-17,10798.35
2022-06-16,10646.1
2022-06-15,11099.15
2022-06-14,10828.35
2022-06-13,10809.23
2022-06-10,11340.02
2022-06-09,11754.23
2022-06-08,12086.27
2022-06-07,12175.23
2022-06-06,12061.37
2022-06-03,12012.73
2022-06-02,12316.9
2022-06-01,11994.46
2022-05-31,12081.39
2022-05-27,12131.13
2022-05-26,11740.65
2022-05-25,11434.74
2022-05-24,11264.45
2022-05-23,11535.27
2022-05-20,11354.62
2022-05-19,11388.5
2022-05-18,11418.15
2022-05-17,11984.52
2022-05-16,11662.79
2022-05-13,11805.0
2022-05-12,11370.96
2022-05-11,11364.24
2022-05-10,11737.67
2022-05-09,11623.25
2022-05-06,12144.66
2022-05-05,12317.69
2022-05-04,12964.86
2022-05-03,12563.76
2022-05-02,12536.02
2022-04-29,12334.64
2022-04-28,12871.53
2022-04-27,12488.93
2022-04-26,12490.74
2022-04-25,13004.85
2022-04-22,12839.29
2022-04-21,13174.65
2022-04-20,13453.07
2022-04-19,13619.66
2022-04-18,13332.36
2022-04-14,13351.08
2022-04-13,13643.59
2022-04-12,13371.57
2022-04-11,13411.96
2022-04-08,13711.0
2022-04-07,13897.3
2022-04-06,13888.82
2022-04-05,14204.17
2022-04-04,14532.55
2022-04-01,14261.5
2022-03-31,14220.52
2022-03-30,14442.27
2022-03-29,14619.64
2022-03-28,14354.9
2022-03-25,14169.3
2022-03-24,14191.84
2022-03-23,13922.6
2022-03-22,14108.82
2022-03-21,13838.46
2022-03-18,13893.84
2022-03-17,13614.78
2022-03-16,13436.55
2022-03-15,12948.62
2022-03-14,12581.22
2022-03-11,12843.81
2022-03-10,13129.96
2022-03-09,13255.55
2022-03-08,12795.55
2022-03-07,12830.96
2022-03-04,13313.44
2022-03-03,13537.94
2022-03-02,13752.02
2022-03-01,13532.46
2022-02-28,13751.4
2022-02-25,13694.62
2022-02-24,13473.58
2022-02-23,13037.49
2022-02-22,13381.52
2022-02-18,13548.07
2022-02-17,13716.72
2022-02-16,14124.09
2022-02-15,14139.76
2022-02-14,13790.92
2022-02-11,13791.15
2022-02-10,14185.64
2022-02-09,14490.37
2022-02-08,14194.46
2022-02-07,14015.67
2022-02-04,14098.01
2022-02-03,13878.82
2022-02-02,14417.55
2022-02-01,14346.0
2022-01-31,14239.88
2022-01-28,13770.57
2022-01-27,13352.78
2022-01-26,13542.12
2022-01-25,13539.29
2022-01-24,13855.13
2022-01-21,13768.92
2022-01-20,14154.02
2022-01-19,14340.25
2022-01-18,14506.9
2022-01-14,14893.75
2022-01-13,14806.81
2022-01-12,15188.39
2022-01-11,15153.45
2022-01-10,14942.83
2022-01-07,14935.9
2022-01-06,15080.87
2022-01-05,15100.17
2022-01-04,15622.72
2022-01-03,15832.8
2021-12-31,15644.97
2021-12-30,15741.56
2021-12-29,15766.22
2021-12-28,15781.72
2021-12-27,15871.26
2021-12-23,15653.37
2021-12-22,15521.89
2021-12-21,15341.09
2021-12-20,14980.94
2021-12-17,15169.68
2021-12-16,15180.43
2021-12-15,15565.58
2021-12-14,15237.64
2021-12-13,15413.28
2021-12-10,15630.6
2021-12-09,15517.37
2021-12-08,15786.99
2021-12-07,15686.92
2021-12-06,15225.15
2021-12-03,15085.47
2021-12-02,15381.32
2021-12-01,15254.05
2021-11-30,15537.69
2021-11-29,15782.83
2021-11-26,15491.66
2021-11-24,15845.23
2021-11-23,15775.14
2021-11-22,15854.76
2021-11-19,16057.44
2021-11-18,15993.71
2021-11-17,15921.57
2021-11-16,15973.86
2021-11-15,15853.85
2021-11-12,15860.96
2021-11-11,15704.28
2021-11-10,15622.71
2021-11-09,15886.54
2021-11-08,15982.36
2021-11-05,15971.59
2021-11-04,15940.31
2021-11-03,15811.58
2021-11-02,15649.6
2021-11-01,15595.92
2021-10-29,15498.39
2021-10-28,15448.12
2021-10-27,15235.84
2021-10-26,15235.71
2021-10-25,15226.71
2021-10-22,15090.2
2021-10-21,15215.7
2021-10-20,15121.68
2021-10-19,15129.09
2021-10-18,15021.81
2021-10-15,14897.34
2021-10-14,14823.43
2021-10-13,14571.63
2021-10-12,14465.92
2021-10-11,14486.2
2021-10-08,14579.54
2021-10-07,14654.02
2021-10-06,14501.91
2021-10-05,14433.83
2021-10-04,14255.48
2021-10-01,14566.7
2021-09-30,14448.58
2021-09-29,14512.44
2021-09-28,14546.68
2021-09-27,14969.97
2021-09-24,15047.7
2021-09-23,15052.24
2021-09-22,14896.85
2021-09-21,14746.4
2021-09-20,14713.9
2021-09-17,15043.97
2021-09-16,15181.92
2021-09-15,15161.53
2021-09-14,15037.76
2021-09-13,15105.58
2021-09-10,15115.49
2021-09-09,15248.25
2021-09-08,15286.64
2021-09-07,15374.33
2021-09-03,15363.52
2021-09-02,15331.18
2021-09-01,15309.38
2021-08-31,15259.24
2021-08-30,15265.89
2021-08-27,15129.5
2021-08-26,14945.81
2021-08-25,15041.86
2021-08-24,15019.8
2021-08-23,14942.65
2021-08-20,14714.66
2021-08-19,14541.79
2021-08-18,14525.91
2021-08-17,14656.18
2021-08-16,14793.76
2021-08-13,14822.9
2021-08-12,14816.26
2021-08-11,14765.13
2021-08-10,14788.09
2021-08-09,14860.18
2021-08-06,14835.76
2021-08-05,14895.12
2021-08-04,14780.53
2021-08-03,14761.29
2021-08-02,14681.07
2021-07-30,14672.68
2021-07-29,14778.26
2021-07-28,14762.58
2021-07-27,14660.58
2021-07-26,14840.71
2021-07-23,14836.99
2021-07-22,14684.6
2021-07-21,14631.95
2021-07-20,14498.88
2021-07-19,14274.98
2021-07-16,14427.24
2021-07-15,14543.13
2021-07-14,14644.95
2021-07-13,14677.65
2021-07-12,14733.24
2021-07-09,14701.92
2021-07-08,14559.79
2021-07-07,14665.06
2021-07-06,14663.64
2021-07-02,14639.33
2021-07-01,14522.38
2021-06-30,14503.95
2021-06-29,14528.33
2021-06-28,14500.51
2021-06-25,14360.39
2021-06-24,14369.71
2021-06-23,14271.73
2021-06-22,14253.27
2021-06-21,14141.48
2021-06-18,14030.38
2021-06-17,14161.35
2021-06-16,14039.68
2021-06-15,14072.86
2021-06-14,14174.14
2021-06-11,14069.42
2021-06-10,14020.33
2021-06-09,13911.75
2021-06-08,13924.91
2021-06-07,13881.72
2021-06-04,13814.49
2021-06-03,13614.51
2021-06-02,13756.33
2021-06-01,13736.48
2021-05-28,13748.74
2021-05-27,13736.28
2021-05-26,13738.0
2021-05-25,13657.17
2021-05-24,13661.17
2021-05-21,13470.99
2021-05-20,13535.74
2021-05-19,13299.74
2021-05-18,13303.64
2021-05-17,13379.05
2021-05-14,13429.98
2021-05-13,13124.99
2021-05-12,13031.68
2021-05-11,13389.43
2021-05-10,13401.86
2021-05-07,13752.24
2021-05-06,13632.84
2021-05-05,13582.42
2021-05-04,13633.5
2021-05-03,13895.12
2021-04-30,13962.68
2021-04-29,14082.55
2021-04-28,14051.03
2021-04-27,14090.22
2021-04-26,14138.78
2021-04-23,14016.81
2021-04-22,13818.41
2021-04-21,13950.22
2021-04-20,13786.27
2021-04-19,13914.77
2021-04-16,14052.34
2021-04-15,14038.76
2021-04-14,13857.84
2021-04-13,13996.1
2021-04-12,13850.0
2021-04-09,13900.19
2021-04-08,13829.31
2021-04-07,13688.84
2021-04-06,13698.38
2021-04-05,13705.59
2021-04-01,13480.11
2021-03-31,13246.87
2021-03-30,13045.39
2021-03-29,13059.65
2021-03-26,13138.72
2021-03-25,12977.68
2021-03-24,12961.89
2021-03-23,13227.7
2021-03-22,13377.54
2021-03-19,13215.24
2021-03-18,13116.17
2021-03-17,13525.2
2021-03-16,13471.57
2021-03-15,13459.71
2021-03-12,13319.86
2021-03-11,13398.67
2021-03-10,13068.83
2021-03-09,13073.82
2021-03-08,12609.16
2021-03-05,12920.15
2021-03-04,12723.47
2021-03-03,12997.75
2021-03-02,13358.79
2021-03-01,13588.83
2021-02-26,13192.35
2021-02-25,13119.43
2021-02-24,13597.97
2021-02-23,13465.2
2021-02-22,13533.05
2021-02-19,13874.46
2021-02-18,13865.36
2021-02-17,13965.5
2021-02-16,14047.5
2021-02-12,14095.47
2021-02-11,14025.77
2021-02-10,13972.53
2021-02-09,14007.7
2021-02-08,13987.64
2021-02-05,13856.3
2021-02-04,13777.74
2021-02-03,13610.54
2021-02-02,13612.78
2021-02-01,13403.39
2021-01-29,13070.69
2021-01-28,13337.16
2021-01-27,13270.6
2021-01-26,13626.06
2021-01-25,13635.99
2021-01-22,13543.06
2021-01-21,13530.92
2021-01-20,13457.25
2021-01-19,13197.18
2021-01-15,12998.5
2021-01-14,13112.64
2021-01-13,13128.95
2021-01-12,13072.43
2021-01-11,13036.43
2021-01-08,13201.98
2021-01-07,13067.48
2021-01-06,12740.79
2021-01-05,12818.96
2021-01-04,12698.45
2020-12-31,12888.28
2020-12-30,12870.0
2020-12-29,12850.22
2020-12-28,12899.42
2020-12-24,12804.73
2020-12-23,12771.11
2020-12-22,12807.92
2020-12-21,12742.52
2020-12-18,12755.64
2020-12-17,12764.75
2020-12-16,12658.19
2020-12-15,12595.06
2020-12-14,12440.04
2020-12-11,12377.87
2020-12-10,12405.81
2020-12-09,12338.95
2020-12-08,12582.77
2020-12-07,12519.95
2020-12-04,12464.23
2020-12-03,12377.18
2020-12-02,12349.37
2020-12-01,12355.11
2020-11-30,12198.74
2020-11-27,12205.85
2020-11-25,12094.4
2020-11-24,12036.79
2020-11-23,11880.63
2020-11-20,11854.97
2020-11-19,11904.71
2020-11-18,11801.6
2020-11-17,11899.34
2020-11-16,11924.13
2020-11-13,11829.29
2020-11-12,11709.59
2020-11-11,11786.43
2020-11-10,11553.86
2020-11-09,11713.78
2020-11-06,11895.23
2020-11-05,11890.93
2020-11-04,11590.78
2020-11-03,11160.57
2020-11-02,10957.61
2020-10-30,10911.59
2020-10-29,11185.59
2020-10-28,11004.87
2020-10-27,11431.35
2020-10-26,11358.94
2020-10-23,11548.28
2020-10-22,11506.01
2020-10-21,11484.69
2020-10-20,11516.49
2020-10-19,11478.88
2020-10-16,11671.56
2020-10-15,11713.87
2020-10-14,11768.73
2020-10-13,11863.9
2020-10-12,11876.26
2020-10-09,11579.94
2020-10-08,11420.98
2020-10-07,11364.6
2020-10-06,11154.6
2020-10-05,11332.49
2020-10-02,11075.02
2020-10-01,11326.51
2020-09-30,11167.51
2020-09-29,11085.25
2020-09-28,11117.53
2020-09-25,10913.56
2020-09-24,10672.27
2020-09-23,10632.99
2020-09-22,10963.64
2020-09-21,10778.8
2020-09-18,10793.28
2020-09-17,10910.28
2020-09-16,11050.47
2020-09-15,11190.32
2020-09-14,11056.65
2020-09-11,10853.54
2020-09-10,10919.59
2020-09-09,11141.56
2020-09-08,10847.69
2020-09-04,11313.13
2020-09-03,11458.1
2020-09-02,12056.44
2020-09-01,11939.67
2020-08-31,11775.46
2020-08-28,11695.63
2020-08-27,11625.34
2020-08-26,11665.06
2020-08-25,11466.47
2020-08-24,11379.72
2020-08-21,11311.8
2020-08-20,11264.95
2020-08-19,11146.46
2020-08-18,11210.84
2020-08-17,11129.73
2020-08-14,11019.3
2020-08-13,11042.5
2020-08-12,11012.24
2020-08-11,10782.82
2020-08-10,10968.36
2020-08-07,11010.98
2020-08-06,11108.07
2020-08-05,10998.4
2020-08-04,10941.17
2020-08-03,10902.8
2020-07-31,10745.27
2020-07-30,10587.81
2020-07-29,10542.94
2020-07-28,10402.09
2020-07-27,10536.27
2020-07-24,10363.18
2020-07-23,10461.42
2020-07-22,10706.13
2020-07-21,10680.36
2020-07-20,10767.09
2020-07-17,10503.19
2020-07-16,10473.83
2020-07-15,10550.49
2020-07-14,10488.58
2020-07-13,10390.84
2020-07-10,10617.44
2020-07-09,10547.75
2020-07-08,10492.5
2020-07-07,10343.89
2020-07-06,10433.65
2020-07-02,10207.63
2020-07-01,10154.63
2020-06-30,10058.77
2020-06-29,9874.153
2020-06-26,9757.219
2020-06-25,10017.0
2020-06-24,9909.166
2020-06-23,10131.37
2020-06-22,10056.47
2020-06-19,9946.123
2020-06-18,9943.051
2020-06-17,9910.531
2020-06-16,9895.867
2020-06-15,9726.022
2020-06-12,9588.809
2020-06-11,9492.727
2020-06-10,10020.35
2020-06-09,9953.753
2020-06-08,9924.745
2020-06-05,9814.081
2020-06-04,9615.813
2020-06-03,9682.911
2020-06-02,9608.375
2020-06-01,9552.049
2020-05-29,9489.872
2020-05-28,9368.989
2020-05-27,9412.357
2020-05-26,9340.221
2020-05-22,9324.587
2020-05-21,9284.881
2020-05-20,9375.776
2020-05-19,9185.104
2020-05-18,9234.828
2020-05-15,9014.56
2020-05-14,8943.722
2020-05-13,8863.167
2020-05-12,9002.551
2020-05-11,9192.344
2020-05-08,9121.32
2020-05-07,8979.661
2020-05-06,8854.388
2020-05-05,8809.121
2020-05-04,8710.715
2020-05-01,8604.948
2020-04-30,8889.551
2020-04-29,8914.71
2020-04-28,8607.731
2020-04-27,8730.164
2020-04-24,8634.52
2020-04-23,8494.753
2020-04-22,8495.379
2020-04-21,8263.229
2020-04-20,8560.729
2020-04-17,8650.141
2020-04-16,8532.362
2020-04-15,8393.176
2020-04-14,8515.74
2020-04-13,8192.425
2020-04-09,8153.575
2020-04-08,8090.903
2020-04-07,7887.26
2020-04-06,7913.238
2020-04-03,7373.083
2020-04-02,7487.311
2020-04-01,7360.582
2020-03-31,7700.098
2020-03-30,7774.151
2020-03-27,7502.377
2020-03-26,7797.537
2020-03-25,7384.295
2020-03-24,7417.857
2020-03-23,6860.673
2020-03-20,6879.518
2020-03-19,7150.578
2020-03-18,6989.844
2020-03-17,7334.782
2020-03-16,6904.592
2020-03-13,7874.875
2020-03-12,7201.802
2020-03-11,7952.051
2020-03-10,8344.253
2020-03-09,7950.676
2020-03-06,8575.618
2020-03-05,8738.595
2020-03-04,9018.088
2020-03-03,8684.09
2020-03-02,8952.165
2020-02-28,8567.367
2020-02-27,8566.479
2020-02-26,8980.774
2020-02-25,8965.612
2020-02-24,9221.28
2020-02-21,9576.59
2020-02-20,9750.97
2020-02-19,9817.18
2020-02-18,9732.74
2020-02-14,9731.176
2020-02-13,9711.97
2020-02-12,9725.962
2020-02-11,9638.94
2020-02-10,9628.39
2020-02-07,9520.51
2020-02-06,9572.154
2020-02-05,9508.683
2020-02-04,9467.974
2020-02-03,9273.4
2020-01-31,9150.936
2020-01-30,9298.934
2020-01-29,9275.164
2020-01-28,9269.68
2020-01-27,9139.31
2020-01-24,9314.91
2020-01-23,9402.478
2020-01-22,9383.768
2020-01-21,9370.81
2020-01-17,9388.94
2020-01-16,9357.13
2020-01-15,9258.7
2020-01-14,9251.33
2020-01-13,9273.93
2020-01-10,9178.86
2020-01-09,9203.43
2020-01-08,9129.24
2020-01-07,9068.58
2020-01-06,9071.47
2020-01-03,9020.77
2020-01-02,9092.19
2019-12-31,8972.604
2019-12-30,8945.99
2019-12-27,9006.62
2019-12-26,9022.39
2019-12-24,8952.88
2019-12-23,8945.65
2019-12-20,8924.96
2019-12-19,8887.22
2019-12-18,8827.73
2019-12-17,8823.36
2019-12-16,8814.23
2019-12-13,8734.88
2019-12-12,8717.32
2019-12-11,8654.05
2019-12-10,8616.18
2019-12-09,8621.83
2019-12-06,8656.53
2019-12-05,8570.7
2019-12-04,8566.67
2019-12-03,8520.64
2019-12-02,8567.99
2019-11-29,8665.471
2019-11-27,8705.18
2019-11-26,8647.93
2019-11-25,8632.49
2019-11-22,8519.89
2019-11-21,8506.21
2019-11-20,8526.73
2019-11-19,8570.66
2019-11-18,8549.94
2019-11-15,8540.83
2019-11-14,8479.02
2019-11-13,8482.1
2019-11-12,8486.09
2019-11-11,8464.28
2019-11-08,8475.31
2019-11-07,8434.52
2019-11-06,8410.63
2019-11-05,8434.68
2019-11-04,8433.2
2019-11-01,8386.4
2019-10-31,8292.36
2019-10-30,8303.98
2019-10-29,8276.85
2019-10-28,8325.99
2019-10-25,8243.12
2019-10-24,8185.8
2019-10-23,8119.79
2019-10-22,8104.3
2019-10-21,8162.99
2019-10-18,8089.54
2019-10-17,8156.85
2019-10-16,8124.18
2019-10-15,8148.71
2019-10-14,8048.65
2019-10-11,8057.04
2019-10-10,7950.78
2019-10-09,7903.74
2019-10-08,7823.78
2019-10-07,7956.29
2019-10-04,7982.47
2019-10-03,7872.27
2019-10-02,7785.25
2019-10-01,7908.69
2019-09-30,7999.338
2019-09-27,7939.63
2019-09-26,8030.66
2019-09-25,8077.38
2019-09-24,7993.63
2019-09-23,8112.46
2019-09-20,8117.67
